product_id,product_type,protein_pct,carbs_g,fat_g,moisture_pct,bcaa_g,leucine_g,solubility_index,denaturation_pct,odor_score,flavor_score,lead_ppm,cadmium_ppm,quality_label
WPB4843,concentrate,47.44,3.65,4.56,5.46,10.16,4.02,44.49444015,29.4545591,2.147415043,2.824957401,0.0087,0.0006,Low
WPB4844,concentrate,66.32,6.9,2.25,3.86,13.09,4.93,35.97927995,34.86569685,2.26767551,6.367991805,0.0039,0.003,Low
WPB4845,isolate,88.57,10.13,4.71,4,17.89,6.75,84.64240469,0,7.868142289,9.040191828,0.0015,0.0023,High
WPB4846,concentrate,88.42,5.6,5.26,2.85,18.5,6.74,82.37311974,10.99948352,8.139241978,7.274774077,0.0155,0.0011,High
WPB4847,blend,70.67,2.83,3.03,4.52,14.88,5.77,86.04252789,19.74206007,7.361615156,5.043799907,0.0025,0.0001,Medium
WPB4848,blend,86.18,7.36,0.75,4.14,18.99,7.56,82.85790041,6.49817274,9.062193574,9.603074243,0.0305,0.0015,High
WPB4849,concentrate,56.58,4.36,2.77,4.94,13.36,4.54,51.2323516,32.70016628,3.518322785,5.747485316,0.0035,0.0004,Low
WPB4850,isolate,75.45,5.61,5.99,2.1,16.47,6.92,76.07881405,12.99506832,5.75478347,5.521110387,0.0016,0.0299,Medium
WPB4851,blend,52.3,8.58,2.29,2.69,11.15,4.24,34.50642852,18.08167083,3.162053211,2.781643041,0.0087,0.0017,Low
WPB4852,concentrate,90.64,7.54,0,4.9,20.28,8.01,87.13094617,0,9.512068704,7.578260413,0.019,0.0014,High
WPB4853,isolate,54.98,0,2.61,4.04,12.5,4.47,35.07610183,31.81577221,3.009030389,2.087336055,0.0134,0.005,Low
WPB4854,isolate,69.95,5.83,2.7,3.77,15.33,6.16,65.65701155,12.74856294,5.642964484,7.387633433,0.0009,0.0051,Medium
WPB4855,blend,60.04,3.75,3.69,5.25,12.16,4.88,47.69605748,19.51614625,4.507708773,4.100702767,0.0044,0.0003,Low
WPB4856,blend,84.52,5.22,0,5.68,18.8,7.56,87.59249888,8.210992843,7.577548594,9.464671017,0.0139,0.0019,High
WPB4857,isolate,41.54,1.64,3.57,4.72,8.37,3.4,46.80897055,13.75672883,1.280455507,4.166542548,0.0013,0.0028,Low
WPB4858,isolate,55.67,4.64,6.64,3.44,12.12,4.75,33.6744997,23.44119371,5.839420205,1,0.0054,0.0048,Low
WPB4859,isolate,69.85,1.26,0.89,3.84,14.63,5.85,64.78888046,29.93863534,4.419261833,3.643834145,0.008,0.0035,Medium
WPB4860,concentrate,88.53,7.21,1.09,2.33,16.69,6,90.09590132,0.898638454,8.046083078,6.031602774,0.003,0.0027,High
WPB4861,blend,60.71,8.72,2.91,3.63,13.78,5.43,59.76684663,24.2267113,4.715370052,2.206891718,0.0326,0.0009,Low
WPB4862,isolate,79.92,2.86,0,4.47,16.21,6.23,66.44206919,16.26154726,4.668798667,5.655182932,0.0068,0.0001,Medium
WPB4863,blend,58.48,9.58,3.16,4.38,11.45,4.29,61.06884909,30.39425177,4.002972963,3.175799249,0.0224,0.0029,Low
WPB4864,blend,84.02,7.13,0.74,5.23,18.26,6.36,93.36505036,3.245838013,7.676108104,8.486373515,0.0078,0.0035,High
WPB4865,blend,85.84,6.97,3.93,3.66,18.68,6.98,88.04876855,3.118344307,9.242243544,8.61746708,0.0183,0.0009,High
WPB4866,isolate,75.03,5.99,0.33,5.55,15.38,5.82,78.40162215,15.4534841,5.90401709,6.028036369,0.0305,0.0021,Medium
WPB4867,concentrate,88.05,7.15,7.39,3.53,21.35,7.72,88.41771972,3.633154319,7.337076726,7.436311754,0.0272,0.0015,High
WPB4868,isolate,48.41,7.61,1.88,3.78,11.23,4.48,53.88156281,39.31750127,1.428548201,3.011682889,0.0057,0.0011,Low
WPB4869,blend,86.61,0,5.14,4.37,21.47,7.3,80.54057423,8.98852105,9.136545113,8.961306032,0.0348,0.0019,High
WPB4870,isolate,60.67,6.52,5.03,3,15.19,6.01,51.8435866,45.16739103,4.084962463,2.448410419,0.0035,0.0001,Low
WPB4871,isolate,89.51,10.29,0,5.46,20.49,8.03,93.84928805,1.376308088,9.018699326,8.05649161,0.01,0.0041,High
WPB4872,blend,87.07,5.25,5.51,3.31,19.07,7.66,83.53713866,0,8.541371781,10,0.0163,0.0025,High
WPB4873,blend,80.15,7.51,1.91,3.1,18.98,7.68,82.77796843,8.112904856,6.537702299,6.491907251,0.0008,0.0003,Medium
WPB4874,isolate,84.02,3.79,4.5,4.36,18.98,7.95,87.47226269,6.76045016,8.848853912,8.617683765,0.0144,0.0057,High
WPB4875,isolate,79.11,0,6.78,1.81,18.79,7.69,82.96163477,10.60708449,8.288320631,6.847733631,0.0455,0.0075,Medium
WPB4876,isolate,78.42,2.68,5.76,2.62,17.45,7.22,80.63684387,18.41913202,7.111646703,6.482134067,0.0024,0.002,Medium
WPB4877,isolate,78.73,12.83,4.16,5.18,18.92,7.33,62.38033517,10.67293401,4.476505083,7.249576201,0.0171,0.0023,Medium
WPB4878,concentrate,76.48,12.7,0.31,4.1,19.63,7.91,70.18562531,14.9462391,6.302687047,7.664819109,0.0082,0.0007,Medium
WPB4879,isolate,71.73,4.08,4.05,4.29,16.38,6.72,62.97259652,12.87401769,8.69908216,4.44211066,0.0248,0.0031,Medium
WPB4880,concentrate,59.14,6.07,0.93,2.19,11.77,4.09,41.94285336,27.62800038,4.002951173,3.635260925,0.0059,0.0118,Low
WPB4881,blend,72.92,9.11,2.47,4.85,17.85,6.41,63.45856969,22.58379635,4.622906016,4.290945282,0.0157,0.001,Medium
WPB4882,concentrate,56.44,5.25,2.36,3.74,13.35,4.7,44.87533715,37.38750061,1.989460769,5.036305594,0.0127,0.0001,Low
WPB4883,blend,85.82,6.95,3.85,3.2,18.42,6.6,96.57865776,6.493849024,7.576314029,7.753293415,0.0071,0.0123,High
WPB4884,concentrate,52.59,10.79,1.84,2.91,10.82,4.2,50.33567044,30.55365891,2.988906313,3.139092965,0.0216,0.0071,Low
WPB4885,blend,54,6.28,3.26,1.95,10.1,4.01,56.82074584,32.78533996,3.822796423,2.550390441,0.022,0.0058,Low
WPB4886,isolate,89.2,6.63,4.36,3.71,19.99,7.91,86.82363827,0.638381238,8.31521333,8.422852185,0.0415,0.0004,High
WPB4887,concentrate,77.84,4.75,2.37,4.56,17.76,7.06,70.49045364,17.7375697,7.476052992,5.17419208,0.0031,0.0003,Medium
WPB4888,concentrate,66.87,2.87,0,4.43,15.55,6.28,56.13903809,46.29173189,3.396292573,4.345751618,0.0085,0.0024,Low
WPB4889,blend,56.04,7.84,5.08,1.98,14.11,5.44,30.03183368,35.44525694,4.196796122,1.465633833,0.003,0.0017,Low
WPB4890,blend,85.16,9.15,3.47,4.28,18.76,7.86,95.60506485,2.588820116,7.610170137,8.867754523,0.0204,0.0002,High
WPB4891,concentrate,90.4,2.82,2.46,3.1,16.7,6.46,89.26562556,5.686982255,9.027611292,8.489876682,0.0118,0.0063,High
WPB4892,blend,57.36,0,3.03,5.88,11.54,4.22,42.93948518,31.15775247,2.690650292,1,0.0158,0.0003,Low
WPB4893,isolate,74.05,0,5.2,5.59,16.95,6.21,77.93386132,4.871974766,7.13736368,7.385691476,0.0226,0.0013,Medium
WPB4894,concentrate,52.2,5.87,2.33,4.98,11.29,4.09,53.32583105,43.84549805,4.361447345,3.039428302,0.0075,0.0002,Low
WPB4895,isolate,71.91,4.83,0.42,4.6,15.77,6.57,60.31236882,19.87220439,6.274393148,7.077729333,0.0367,0.0002,Medium
WPB4896,concentrate,86.05,10.11,1.65,5.33,18.44,6.37,94.98663897,5.430065883,6.968952445,8.808619278,0.0094,0.0002,High
WPB4897,isolate,68.9,4.33,3.51,3.81,16.81,6.29,69.27882408,12.77380868,4.70270381,5.302199749,0.0104,0.0028,Medium
WPB4898,concentrate,61.76,9.22,3.41,2.25,15.54,6.34,29.58263144,25.4050085,3.444000927,1.703712549,0.0006,0.003,Low
WPB4899,blend,58.04,2.73,0,4.62,12.91,5.03,46.98294741,29.10019954,5.481669582,7.23191712,0.0016,0.0014,Low
WPB4900,concentrate,75.47,6.62,6.3,3.63,18.03,7.27,65.52140799,10.16969095,6.041761622,6.517743488,0.0125,0.0027,Medium
WPB4901,isolate,50.65,3.44,8.77,4.45,11.18,3.97,45.49208831,30.78707469,4.625692828,3.817123307,0.0091,0.0016,Low
WPB4902,concentrate,91.27,4.43,6.31,4.2,20.13,7.35,91.7467094,1.713295678,8.352950354,9.591368403,0.0352,0.007,High
WPB4903,isolate,67.9,0,3.78,4.5,14.81,5.25,72.16220813,12.66573342,5.413978502,5.346301447,0.0047,0.0023,Medium
WPB4904,isolate,74.35,1.26,2.09,5.02,13.52,5.25,80.09802331,14.63008667,6.664394495,5.758503852,0.0172,0.0001,Medium
WPB4905,isolate,79.91,3.61,4.79,3.71,15.21,5.32,80.1714443,17.70840657,5.780359429,7.726856256,0.0132,0.0017,Medium
WPB4906,blend,82.02,3.59,3.36,2.04,17.93,7.13,88.59091098,1.540766953,7.195170285,7.340534311,0.0021,0.0002,High
WPB4907,concentrate,88.53,7.45,2.57,3.99,20.69,8.43,89.59345977,3.521707947,9.192345546,8.804908291,0.0021,0.0001,High
WPB4908,isolate,71.7,2.01,1.89,4.71,16.05,5.73,73.31800247,9.601414925,4.257552009,6.42227052,0.0019,0.0027,Medium
WPB4909,blend,55.85,7.48,0.85,4.44,11.48,4.63,27.34244188,31.49726035,1.345951332,1,0.0047,0.0019,Low
WPB4910,isolate,73.13,0,3.68,2.99,17.16,6.23,63.15091118,17.5050215,5.275751487,7.149052297,0.0015,0.0058,Medium
WPB4911,concentrate,77.97,6.67,4.58,3.96,16.69,5.91,66.10943695,26.56642819,5.258100346,7.055504463,0.0202,0.0024,Medium
WPB4912,blend,91.7,3.8,2.65,2.88,20.39,8.5,88.79887065,5.086592991,8.656738619,8.666592454,0.011,0.0043,High
WPB4913,isolate,72.59,1.89,2.43,4.45,16.07,5.62,43.11614452,27.96246507,2.949690742,2.461607041,0.0172,0.0057,Low
WPB4914,isolate,54.21,7.99,4.24,4.93,15.23,5.67,30.63551058,22.64817339,4.50460489,3.630136482,0.0006,0.0067,Low
WPB4915,isolate,78.69,10.17,0.62,5.35,15.77,5.89,75.99641604,21.76348094,4.908219463,5.145288589,0.0129,0.0032,Medium
WPB4916,concentrate,57.4,8.32,1.46,4.59,14.17,5.35,62.81782131,34.46179134,3.491074173,2.115576719,0.0053,0.0004,Low
WPB4917,blend,77.08,5.16,1.03,4.47,14.52,5.84,73.90682219,7.876984922,3.828519163,6.43505465,0.0145,0.0003,Medium
WPB4918,blend,65.33,9.95,5.26,5.22,15.56,5.8,59.83687861,35.33988305,4.071267893,3.442059981,0.01,0.0031,Low
WPB4919,blend,50.21,6.6,4.62,3.05,12.3,4.71,46.30430309,29.53308383,4.479081447,4.430383976,0.0038,0.007,Low
WPB4920,isolate,73.21,4.54,0,4.91,14.58,4.98,74.89384198,18.5303025,7.680431081,6.591881056,0.0296,0,Medium
WPB4921,blend,74.12,1.26,1.91,3.33,17.44,6.56,69.2115852,6.509464398,6.528648669,6.452416127,0.007,0.0008,Medium
WPB4922,isolate,48.11,2.02,5.51,4.35,11.26,4.53,36.31249996,16.70953353,3.477887414,3.187901874,0.0058,0.0024,Low
WPB4923,concentrate,74.99,7.8,0.96,5.19,15.55,6.21,66.32725828,15.27760936,5.805547132,7.498631627,0.0086,0.0006,Medium
WPB4924,blend,78.29,3.39,0,4.02,17.56,7.05,76.02264193,17.37228595,6.920485221,6.178554626,0.0051,0.0026,Medium
WPB4925,isolate,60.8,1.62,4.8,2.23,13.06,4.75,52.2168295,42.40521026,3.279461585,2.568755483,0.0005,0.0019,Low
WPB4926,blend,74.08,6.44,3.88,3.55,13.74,5.59,61.48259892,13.44616255,4.202355813,6.753292323,0.0123,0.0018,Medium
WPB4927,blend,62.99,4.46,1.17,2.92,11.01,4.41,34.33122592,32.55800166,3.948884026,1.087963627,0.0092,0.0045,Low
WPB4928,concentrate,64.63,4.58,1.14,4.35,13.68,5.47,74.51102319,6.590913553,6.468822244,6.011157903,0.0048,0.0026,Medium
WPB4929,blend,71.28,2.76,2.7,3.23,16.53,6.14,40.34211215,31.66016433,1,5.898904493,0.0081,0.0017,Low
WPB4930,concentrate,77.84,0,2.25,3.17,16.52,6.06,66.71018946,13.04970939,5.437373039,6.357593668,0.0034,0.0212,Medium
WPB4931,blend,86.71,1.5,2.74,2.97,19.14,7.18,85.53334707,1.244956569,8.322401345,8.985487808,0.0071,0.0044,High
WPB4932,blend,89.39,0.12,7.03,2.06,17.67,6.36,94.55428837,6.121587642,7.081398834,7.408800884,0.0184,0.003,High
WPB4933,blend,87.54,7.82,2.52,3.43,22.71,8.38,93.02072541,4.181619145,9.246813614,7.510389004,0.0011,0.0009,High
WPB4934,blend,64.55,11.59,1.2,4.82,10.58,4.19,76.62890012,18.8543618,5.8170476,5.77061645,0.008,0.0022,Medium
WPB4935,blend,55.33,4.49,3.91,2.34,14.54,5.88,47.55888532,31.36445582,3.555152256,4.718613585,0.0172,0.0035,Low
WPB4936,blend,90.73,0,3.75,4.33,18.37,6.4,78.93543802,1.243770253,8.507725724,8.710195381,0.0189,0.0054,High
WPB4937,concentrate,79.82,5.24,5.2,3.33,18.97,6.47,65.12889284,21.16927686,4.436055777,5.965542065,0,0.0018,Medium
WPB4938,concentrate,76.26,9.38,2.24,2.6,18.29,6.55,67.85995537,13.114817,6.188055021,6.521116554,0.0041,0.002,Medium
WPB4939,isolate,90.87,5.2,3.99,3.16,22.05,8.1,85.15309739,5.744466876,7.914603737,9.010768642,0.01,0.004,High
WPB4940,blend,89.31,6.7,0.52,4.25,21.36,8.13,100,6.308248854,6.702598165,10,0.0081,0.0016,High
WPB4941,concentrate,88.67,6.24,4.23,4.59,18.85,7.48,84.16686144,3.519812617,8.373639158,7.837862787,0.0075,0.0007,High
WPB4942,blend,85.93,4.52,1.94,5.38,17.78,7.03,85.39869862,7.103782305,8.453103774,7.047750488,0.0004,0.0091,High
WPB4943,blend,73.26,5.98,2.35,3.15,17.2,7.07,71.76659352,14.05623637,6.83056225,5.310077772,0.0046,0.0004,Medium
WPB4944,concentrate,73.72,2.4,3.69,4.79,17.76,6.98,64.65259487,19.71608435,5.93939299,5.503487968,0.0094,0.0032,Medium
WPB4945,blend,88.86,5,3.81,4.62,14.99,5.7,90.42517624,3.962886184,9.938157581,7.497753816,0.0035,0.0019,High
WPB4946,concentrate,90.41,5.09,1.33,5.48,23.25,8.18,85.95043826,1.348126512,8.526473605,6.612789461,0.0023,0.0053,High
WPB4947,concentrate,86.16,0,1.86,3.49,20.33,7.37,84.43495302,6.325248077,8.326533469,7.612537305,0.0172,0.0076,High
WPB4948,isolate,45.26,4.61,2.65,4.02,10.99,4.31,49.3750713,26.41055456,3.998243977,4.612943761,0.0106,0.0038,Low
WPB4949,isolate,82.2,2.14,5.83,3.17,19.65,7.09,66.68406704,15.40488966,4.295341879,7.035866917,0.0229,0.003,Medium
WPB4950,isolate,70.16,0,5.42,4.93,14.86,5.99,73.83952818,17.40972931,7.154725308,5.093367591,0.0145,0.0013,Medium
WPB4951,isolate,58.43,4.83,0.71,4.31,12.12,4.33,42.88404281,41.49243943,2.817330824,3.395040714,0.0008,0.0023,Low
WPB4952,blend,56.77,1.01,5.93,3.97,13.22,5.28,40.75460233,32.73988168,2.589739086,3.288832685,0.0081,0.0002,Low
WPB4953,blend,73.28,3.95,1.52,3.53,17.23,5.89,74.24188175,24.60941287,5.524140711,5.035466863,0.003,0.004,Medium
WPB4954,isolate,78.04,5.21,3.65,4.31,16.88,6.1,69.63588684,4.791409272,5.983425947,6.476213481,0.0362,0,Medium
WPB4955,concentrate,46.55,6.2,0.2,3.96,10.62,3.79,44.02108647,24.74391392,2.252207187,2.928699877,0.0069,0.0026,Low
WPB4956,concentrate,92.89,9.81,3.41,4.62,19.46,8.09,94.63349221,9.73454987,7.743349209,7.485569466,0.0109,0.0008,High
WPB4957,concentrate,88.17,0,3.49,3.68,19.49,7.54,63.16586354,12.63902763,4.410380341,7.201943322,0.0001,0.0019,Medium
WPB4958,concentrate,91.69,4.64,3.95,3.48,18.78,6.92,94.72835054,4.989835411,9.006693833,7.241108474,0.01,0.0035,High
WPB4959,blend,70.95,8.87,0.68,4.09,14.84,5.68,63.9975818,13.06200464,4.72448639,7.182581184,0.0004,0.001,Medium
WPB4960,concentrate,38.72,3.41,2.11,3.65,7.47,3.14,51.43166944,40.1862966,2.870115855,4.437372123,0.0041,0.0075,Low
WPB4961,concentrate,77.39,5.69,0,3.54,15.37,5.67,65.15499671,13.34673092,6.915415297,5.253121163,0.0016,0.0014,Medium
WPB4962,isolate,84.12,3.59,5.36,2.37,19.46,6.95,87.82265243,0,8.237628937,7.220912605,0.0063,0.0008,High
WPB4963,concentrate,52.11,1.85,3.76,2.87,12.12,4.23,48.68271838,24.74120873,5.058261448,2.293763694,0.0218,0.0046,Low
WPB4964,blend,82.61,10.64,5.61,2.36,16.6,6.14,71.32899345,19.29088916,6.211811578,8.061552586,0.0098,0.0041,Medium
WPB4965,concentrate,83.12,5.21,3.34,3.57,17.55,7.3,68.01953402,11.87295188,6.70427228,6.461242182,0.0027,0.0032,Medium
WPB4966,concentrate,83.66,6.85,1.85,5.13,18.44,6.5,62.89077502,9.989620219,7.616008499,6.002306633,0.0099,0.0095,Medium
WPB4967,blend,88.3,9.29,4.19,2.61,19.71,7.66,78.20325831,3.178802826,8.478713272,7.498652338,0.0089,0.0009,High
WPB4968,isolate,90.69,6.56,0.78,2.93,20.14,7.7,94.80402465,6.987269816,8.621018126,8.297116602,0.0075,0.0071,High
WPB4969,blend,82.03,8.16,1.85,3.84,15.29,6.4,90.83238536,3.404883188,7.832728776,7.193050629,0.0032,0.0004,High
WPB4970,isolate,44.51,6.16,2.66,5.73,9,3.08,53.40167088,14.20288736,2.582125049,4.823126003,0.0055,0.0012,Low
WPB4971,concentrate,87.14,7.13,4.75,5.24,21.35,8.32,92.06535625,5.372042333,9.647421975,8.513935147,0.0054,0.0048,High
WPB4972,isolate,79.21,2.98,2.04,1.97,15.75,5.57,72.60868548,19.31514919,5.032708962,7.356676179,0.0026,0.0002,Medium
WPB4973,isolate,86.72,5.54,0,4.05,16.44,5.89,83.79481235,8.126508193,6.307189162,10,0.0119,0.0023,High
WPB4974,isolate,90.41,3.7,2.91,1.93,22.43,9.24,89.64627813,4.9423447,8.507013,10,0.0165,0.0036,High
WPB4975,concentrate,84.54,5.24,5.12,3.96,16.64,6.33,92.10499761,0,7.929804063,8.795596573,0.0031,0.0016,High
WPB4976,isolate,55.71,0,3.86,5.61,11.75,4.87,47.98582268,31.99270351,2.435774104,2.587223054,0.0242,0.0164,Low
WPB4977,isolate,89.65,4.97,3.76,2.89,18.01,6.34,85.74332205,3.693874907,8.53495058,8.237996959,0.0161,0.0003,High
WPB4978,concentrate,60.3,5.7,2.38,4.23,15.09,5.24,59.9937207,29.00170457,3.665775312,4.494616887,0.0187,0.0012,Low
WPB4979,blend,72.74,3.26,2.84,4.38,17.13,6.26,69.00332219,17.68100405,6.586284647,5.471882421,0.0152,0.0024,Medium
WPB4980,blend,55.2,6.58,2.43,4.24,12.24,4.85,44.09649084,34.36174435,1.117577476,3.066743133,0.0323,0.0007,Low
WPB4981,blend,83.38,3.97,2.84,6.14,18.35,7.03,89.73373832,1.779828473,8.389244829,7.492480705,0.0016,0.006,High
WPB4982,concentrate,54.26,6.08,4.31,4.85,13.24,5.04,61.30520968,44.657739,4.548305379,2.418336284,0.0009,0.0018,Low
WPB4983,concentrate,91.25,9.51,3.04,5.64,22.11,8.34,87.67454381,0.530497071,9.051318418,8.489557384,0.0216,0.0084,High
WPB4984,blend,73.69,2.36,2.46,4.26,16.1,6.41,67.72284946,17.67278458,6.916820508,5.884404539,0.0066,0.0008,Medium
WPB4985,isolate,49.76,2.45,4.78,3.48,9.85,3.5,43.20485129,23.25412,3.041550682,3.066807145,0.0036,0.0039,Low
WPB4986,blend,90.34,8.23,4.63,3.97,19.89,7.36,84.35436033,9.642476934,7.629244599,8.246268474,0.0248,0.0047,High
WPB4987,concentrate,94.86,2.67,4.81,4.7,22.57,8.45,93.39442895,6.208221534,9.0912328,8.408045158,0.005,0.0013,High
WPB4988,isolate,94.52,5.55,6.4,3.56,21.58,8.01,91.14242451,6.108443274,7.941928947,9.229349572,0.0014,0.0096,High
WPB4989,isolate,76.31,4.18,4.29,3.84,16.37,5.86,71.12435285,11.38837349,4.575038121,7.903571542,0.001,0.0031,Medium
WPB4990,concentrate,78.85,0,2.44,2.95,15.11,5.25,74.67646367,28.59158402,7.91049617,6.563039681,0.0074,0.0034,Medium
WPB4991,isolate,92.92,4.59,4.03,4.9,23.89,8.2,92.0040208,4.114198497,10,9.40032502,0.0002,0.0024,High
WPB4992,blend,56.69,2.28,1.94,3.29,13.38,5.52,55.62676449,29.29143328,3.336346304,1.172370972,0.0302,0.0036,Low
WPB4993,concentrate,58.23,5.56,1.08,4.03,12.89,5.18,34.65345196,37.41631782,6.509119563,4.667142208,0.0012,0.001,Low
WPB4994,concentrate,73.39,7.42,2.24,2.85,17.14,6.85,69.08843353,15.81382267,6.116048527,5.717531561,0.0046,0.005,Medium
WPB4995,concentrate,71.58,2.15,7.83,4.33,14.41,5.71,41.4992569,40.86374028,2.104939196,2.001779742,0.0038,0.0056,Low
WPB4996,concentrate,60.03,3.24,1.79,6.46,14.88,5.37,36.58740131,26.41643601,4.574987777,4.474537552,0.0049,0.0009,Low
WPB4997,isolate,87.2,0.16,6.85,6.16,19.33,6.58,90.08448846,7.98051673,9.448533616,6.66499403,0.0137,0.0002,High
WPB4998,concentrate,86.27,5.23,1.64,3.47,20.57,7.38,86.57385599,4.350476616,8.65898029,9.022235424,0.0072,0.0038,High
WPB4999,concentrate,82.43,4.51,3.5,4.78,18.91,7.29,88.85429993,9.796913153,9.307876466,8.263043564,0.0009,0.0064,High
WPB5000,isolate,43.94,6.27,6.89,3.19,10.39,3.57,56.67447217,37.12741663,3.601851211,3.940887353,0.001,0.0144,Low
WPB5001,concentrate,85.82,5.78,1.24,4.07,19.03,7.73,89.0312649,2.196604786,10,9.587594078,0.0036,0.0005,High
WPB5002,isolate,90.78,5.58,0.99,2.56,20.1,8.02,95.76616988,3.653116015,9.554701708,7.007042863,0.0023,0.0096,High
WPB5003,isolate,57.28,3.3,0.63,3.91,12.09,4.91,53.22829089,25.56418347,4.668344677,5.021849026,0.0066,0.0004,Low
WPB5004,concentrate,68.73,7.67,0.46,3.1,13.33,4.56,79.04675445,17.80649731,5.625761602,3.940354614,0.0333,0.02,Medium
WPB5005,blend,70.37,6.67,2.89,2.89,15.75,5.91,84.1607904,12.16031834,6.874674556,7.557670218,0.0116,0.0008,Medium
WPB5006,concentrate,56.97,6.22,1.23,5.09,14.4,5.43,35.34575576,20.60755963,3.926202425,4.389590568,0.023,0.0024,Low
WPB5007,blend,83.37,4.53,3.6,4.11,17.99,7.12,73.51758064,13.15196304,5.398530297,6.439997852,0.0077,0.0002,Medium
WPB5008,isolate,84.69,8.57,0.79,3.11,19.63,8.09,87.04494682,3.900127138,7.709107421,7.797790007,0.0104,0.002,High
WPB5009,blend,58.21,6.23,2.79,3.28,11.24,4.35,35.5125569,28.77477365,3.50310182,3.325272781,0.0031,0.0009,Low
WPB5010,concentrate,72.77,5.58,0.99,2.81,16.32,6.23,71.32979652,13.35019566,5.432705778,5.567759033,0.0016,0.0024,Medium
WPB5011,concentrate,52.09,0.53,4.14,4.11,10.77,3.79,44.11216459,26.38510223,2.752213582,3.365101996,0.0009,0.0075,Low
WPB5012,blend,69.13,8.15,3.24,5.5,16.58,6,80.18933072,17.40144458,6.914013827,5.459206564,0.0048,0.0058,Medium
WPB5013,concentrate,89.88,12.33,4.05,4.56,18.24,6.59,85.66099007,9.211391824,8.077979452,10,0.0029,0.0016,High
WPB5014,blend,72.57,3.63,2.88,3.72,16.78,6.63,60.9118732,11.6545968,6.355887249,5.43645558,0.0015,0.0036,Medium
WPB5015,isolate,86.95,3.61,2.3,3.52,18.77,7.07,91.4227546,14.52561058,8.32742836,7.174490519,0.0252,0.0015,High
WPB5016,blend,90.95,3.57,3.69,4.54,15.56,6.39,90.68764152,3.469841694,7.864247422,9.26881729,0.0014,0.0001,High
WPB5017,blend,62.26,3.96,0.77,4.2,13.81,5.29,41.47563008,14.74860894,3.669160577,3.180282687,0.0005,0,Low
WPB5018,blend,71.35,2.81,1.47,3.31,15.08,5.32,69.05472315,10.79097402,7.105354636,7.007409213,0.0009,0.0034,Medium
WPB5019,blend,76.48,10.26,5.11,4.18,17.13,6.98,80.85291622,10.07746159,8.271381333,6.91251336,0.0001,0.0024,Medium
WPB5020,isolate,79.53,7.24,4.6,4.28,16.07,5.67,80.47633265,13.71793201,6.672735908,4.790117168,0.0025,0.0137,Medium
WPB5021,isolate,74.08,5.57,3.76,4.56,16.21,5.8,70.43472488,11.51311017,4.847170869,6.886105132,0.0028,0.0027,Medium
WPB5022,isolate,59.69,7.41,0.35,2.57,12.47,4.41,59.16902307,22.00492958,4.260962264,2.69984148,0.0108,0.008,Low
WPB5023,blend,87.04,7.29,1.31,3.93,20.82,7.54,86.64312532,4.366082843,8.515751337,7.621507394,0.0013,0.002,High
WPB5024,isolate,86.96,2.29,5.57,2.99,20.87,7.86,91.32482524,7.114031847,6.729297245,9.217801178,0.0023,0.0076,High
WPB5025,concentrate,70.34,4.46,3.57,5.07,12.82,5.35,69.84083199,10.52778173,6.207778316,6.139293749,0.0235,0.0068,Medium
WPB5026,isolate,66.98,5.73,2.35,5.66,14.68,4.99,28.95816037,49.14843139,2.164031022,2.752755526,0.0003,0.0009,Low
WPB5027,blend,72.58,6.98,5.12,3.98,16.43,6.36,89.89354112,20.53485398,7.611685023,4.775482267,0.0005,0.0007,Medium
WPB5028,concentrate,49.39,6.77,6.47,5.94,9.87,3.41,36.31388477,28.51705958,3.779620962,3.005863087,0.0053,0.0003,Low
WPB5029,blend,84.86,5,4.88,5.17,18.54,7.62,95.87480552,1.367107591,8.431178517,10,0.02,0.0007,High
WPB5030,concentrate,55.59,0,4.65,2.7,14.14,5.26,57.33157239,23.79112137,4.115795369,1.12225803,0.0412,0.0075,Low
WPB5031,blend,47.88,0.45,2.52,4.93,10.93,4.35,49.52976219,25.32310243,2.0099123,2.726116509,0.0016,0.0054,Low
WPB5032,blend,50.01,3.46,5,3.44,9.73,4.07,35.5158003,41.2944132,3.17629298,3.298887587,0.0095,0.0046,Low
WPB5033,concentrate,90.4,8.22,6.27,3.64,20.65,7.67,87.16661735,0,9.089876991,8.360628646,0,0.0027,High
WPB5034,isolate,77.24,5.13,2.99,6.13,15.71,5.91,67.709727,7.244946155,6.016546497,4.628442855,0.0304,0.0013,Medium
WPB5035,concentrate,68.27,4.76,2.05,4.82,15.3,5.52,71.11314468,26.72637063,6.178532031,6.046437729,0.0092,0.0028,Medium
WPB5036,concentrate,90.17,3.03,2.97,5.38,20.67,7.57,84.31489157,5.906124248,7.777211116,8.190028863,0.0028,0.006,High
WPB5037,concentrate,88.1,4.37,3.27,4.07,17.95,6.85,95.88652071,4.620173869,10,6.334435804,0.0068,0.0015,High
WPB5038,concentrate,91.41,7.6,0.3,3.51,21.67,8.55,90.37791222,8.863888094,9.412880382,8.874981296,0.0099,0.001,High
WPB5039,concentrate,92.25,4.9,4.98,4.47,21.77,8.74,96.33034485,1.886597891,7.610062068,8.785213764,0.0001,0.0041,High
WPB5040,blend,66.96,5.48,3.42,3.14,16.52,5.93,76.02512661,10.19990584,5.351874087,6.285484943,0.0007,0.0008,Medium
